Skyrmion configuration

1539 atoms
1 atom types

0.7400000000000002 98.275 xlo xhi
0.7400000000000002 98.275 ylo yhi
-5.0 9.305 zlo zhi

Masses

1 55.845

Atoms # spin

1 1 7.175000 38.745000 1.435000 -0.293752 -0.090333 0.951604
2 1 7.175000 41.615000 4.305000 -0.273673 -0.081129 0.958395
3 1 7.175000 44.485000 1.435000 -0.286843 -0.007298 0.957950
4 1 5.740000 43.050000 2.870000 -0.306025 -0.076308 0.948960
5 1 5.740000 45.920000 0.000000 -0.347069 -0.136845 0.927802
6 1 7.175000 47.355000 4.305000 -0.376582 -0.070864 0.923669
7 1 7.175000 50.225000 1.435000 -0.373702 -0.063218 0.925392
8 1 5.740000 48.790000 2.870000 -0.371029 -0.006212 0.928600
9 1 5.740000 51.660000 0.000000 -0.380044 0.018987 0.924773
10 1 7.175000 53.095000 4.305000 -0.346329 -0.004248 0.938103
11 1 7.175000 55.965000 1.435000 -0.373391 0.138784 0.917234
12 1 5.740000 54.530000 2.870000 -0.398312 0.077782 0.913946
13 1 5.740000 57.400000 0.000000 -0.334416 -0.047188 0.941243
14 1 7.175000 58.835000 4.305000 -0.326020 0.105904 0.939412
15 1 7.175000 61.705000 1.435000 -0.352842 0.078578 0.932378
16 1 10.045000 30.135000 1.435000 -0.312408 -0.160152 0.936351
17 1 10.045000 33.005000 4.305000 -0.297951 -0.219814 0.928928
18 1 10.045000 35.875000 1.435000 -0.352764 -0.150717 0.923494
19 1 8.610000 34.440000 2.870000 -0.281240 -0.076814 0.956558
20 1 8.610000 37.310000 0.000000 -0.336240 -0.082789 0.938130
21 1 10.045000 38.745000 4.305000 -0.410173 -0.118183 0.904318
22 1 10.045000 41.615000 1.435000 -0.413543 -0.037710 0.909703
23 1 8.610000 40.180000 2.870000 -0.354130 -0.033752 0.934587
24 1 8.610000 43.050000 0.000000 -0.372248 -0.040807 0.927236
25 1 10.045000 44.485000 4.305000 -0.458466 0.025771 0.888338
26 1 10.045000 47.355000 1.435000 -0.381135 -0.023548 0.924220
27 1 8.610000 45.920000 2.870000 -0.377410 -0.137350 0.915804
28 1 8.610000 48.790000 0.000000 -0.378880 0.064474 0.923197
29 1 10.045000 50.225000 4.305000 -0.428562 -0.021497 0.903257
30 1 10.045000 53.095000 1.435000 -0.386980 0.005171 0.922073
31 1 8.610000 51.660000 2.870000 -0.393205 0.066016 0.917078
32 1 8.610000 54.530000 0.000000 -0.421685 0.023361 0.906441
33 1 10.045000 55.965000 4.305000 -0.387421 0.073175 0.918994
34 1 10.045000 58.835000 1.435000 -0.404766 0.014781 0.914301
35 1 8.610000 57.400000 2.870000 -0.386847 0.025863 0.921781
36 1 8.610000 60.270000 0.000000 -0.328478 0.179469 0.927304
37 1 10.045000 61.705000 4.305000 -0.390035 0.114318 0.913676
38 1 10.045000 64.575000 1.435000 -0.309155 0.115040 0.944028
39 1 8.610000 63.140000 2.870000 -0.342661 0.120768 0.931664
40 1 8.610000 66.010000 0.000000 -0.348976 0.167488 0.922043
41 1 10.045000 67.445000 4.305000 -0.265893 0.089232 0.959864
42 1 10.045000 70.315000 1.435000 -0.320995 0.157632 0.933871
43 1 12.915000 27.265000 1.435000 -0.338633 -0.205603 0.918180
44 1 11.480000 28.700000 0.000000 -0.315097 -0.236207 0.919195
45 1 12.915000 30.135000 4.305000 -0.393418 -0.157165 0.905826
46 1 12.915000 33.005000 1.435000 -0.293389 -0.211672 0.932265
47 1 11.480000 31.570000 2.870000 -0.283993 -0.216107 0.934155
48 1 11.480000 34.440000 0.000000 -0.289578 -0.223510 0.930692
49 1 12.915000 35.875000 4.305000 -0.405179 -0.117750 0.906623
50 1 12.915000 38.745000 1.435000 -0.465958 -0.097034 0.879470
51 1 11.480000 37.310000 2.870000 -0.383702 -0.112689 0.916556
52 1 11.480000 40.180000 0.000000 -0.408523 -0.091983 0.908101
53 1 12.915000 41.615000 4.305000 -0.384320 -0.084025 0.919368
54 1 12.915000 44.485000 1.435000 -0.415127 -0.114026 0.902589
55 1 11.480000 43.050000 2.870000 -0.355558 -0.114357 0.927632
56 1 11.480000 45.920000 0.000000 -0.384885 -0.004632 0.922953
57 1 12.915000 47.355000 4.305000 -0.496691 -0.073412 0.864817
58 1 12.915000 50.225000 1.435000 -0.495859 -0.000957 0.868403
59 1 11.480000 48.790000 2.870000 -0.429772 0.027637 0.902514
60 1 11.480000 51.660000 0.000000 -0.335613 0.005256 0.941985
61 1 12.915000 53.095000 4.305000 -0.465797 -0.004066 0.884882
62 1 12.915000 55.965000 1.435000 -0.423328 0.060945 0.903924
63 1 11.480000 54.530000 2.870000 -0.430834 0.049764 0.901058
64 1 11.480000 57.400000 0.000000 -0.463235 0.054536 0.884556
65 1 12.915000 58.835000 4.305000 -0.427861 0.042110 0.902863
66 1 12.915000 61.705000 1.435000 -0.397324 0.087077 0.913538
67 1 11.480000 60.270000 2.870000 -0.393934 0.049255 0.917818
68 1 11.480000 63.140000 0.000000 -0.334056 0.174820 0.926199
69 1 12.915000 64.575000 4.305000 -0.435647 0.100484 0.894491
70 1 12.915000 67.445000 1.435000 -0.281183 0.164445 0.945460
71 1 11.480000 66.010000 2.870000 -0.308968 0.194131 0.931049
72 1 11.480000 68.880000 0.000000 -0.283646 0.139220 0.948769
73 1 12.915000 70.315000 4.305000 -0.367417 0.167892 0.914777
74 1 12.915000 73.185000 1.435000 -0.306693 0.317349 0.897346
75 1 11.480000 71.750000 2.870000 -0.270866 0.088966 0.958497
76 1 15.785000 21.525000 4.305000 -0.215251 -0.224145 0.950487
77 1 15.785000 24.395000 1.435000 -0.335841 -0.188731 0.922817
78 1 14.350000 22.960000 2.870000 -0.260265 -0.203547 0.943838
79 1 14.350000 25.830000 0.000000 -0.215971 -0.193508 0.957032
80 1 15.785000 27.265000 4.305000 -0.303852 -0.239534 0.922116
81 1 15.785000 30.135000 1.435000 -0.388591 -0.208990 0.897397
82 1 14.350000 28.700000 2.870000 -0.290563 -0.260802 0.920628
83 1 14.350000 31.570000 0.000000 -0.354084 -0.201664 0.913212
84 1 15.785000 33.005000 4.305000 -0.364139 -0.250654 0.896981
85 1 15.785000 35.875000 1.435000 -0.377099 -0.146793 0.914466
86 1 14.350000 34.440000 2.870000 -0.435661 -0.113890 0.892877
87 1 14.350000 37.310000 0.000000 -0.431788 -0.121031 0.893818
88 1 15.785000 38.745000 4.305000 -0.475677 -0.318128 0.820077
89 1 15.785000 41.615000 1.435000 -0.471410 -0.170144 0.865346
90 1 14.350000 40.180000 2.870000 -0.507200 -0.141921 0.850063
91 1 14.350000 43.050000 0.000000 -0.396366 -0.160671 0.903924
92 1 15.785000 44.485000 4.305000 -0.507525 -0.129782 0.851807
93 1 15.785000 47.355000 1.435000 -0.524103 -0.071315 0.848664
94 1 14.350000 45.920000 2.870000 -0.496126 -0.049187 0.866856
95 1 14.350000 48.790000 0.000000 -0.399359 -0.074362 0.913774
96 1 15.785000 50.225000 4.305000 -0.588637 -0.003755 0.808389
97 1 15.785000 53.095000 1.435000 -0.527318 0.017310 0.849492
98 1 14.350000 51.660000 2.870000 -0.502868 -0.005774 0.864344
99 1 14.350000 54.530000 0.000000 -0.462307 0.027291 0.886300
100 1 15.785000 55.965000 4.305000 -0.490729 0.127874 0.861878
101 1 15.785000 58.835000 1.435000 -0.511158 0.095114 0.854207
102 1 14.350000 57.400000 2.870000 -0.450512 0.098853 0.887281
103 1 14.350000 60.270000 0.000000 -0.391943 0.101669 0.914354
104 1 15.785000 61.705000 4.305000 -0.453074 0.141352 0.880195
105 1 15.785000 64.575000 1.435000 -0.372577 0.214203 0.902941
106 1 14.350000 63.140000 2.870000 -0.427435 0.192318 0.883353
107 1 14.350000 66.010000 0.000000 -0.377746 0.170415 0.910092
108 1 15.785000 67.445000 4.305000 -0.339794 0.149360 0.928564
109 1 15.785000 70.315000 1.435000 -0.385084 0.143249 0.911696
110 1 14.350000 68.880000 2.870000 -0.312278 0.216428 0.925009
111 1 14.350000 71.750000 0.000000 -0.325995 0.153464 0.932832
112 1 15.785000 73.185000 4.305000 -0.348862 0.261796 0.899866
113 1 15.785000 76.055000 1.435000 -0.316897 0.195128 0.928171
114 1 14.350000 74.620000 2.870000 -0.314137 0.157120 0.936286
115 1 15.785000 78.925000 4.305000 -0.245883 0.192403 0.950012
116 1 18.655000 18.655000 4.305000 -0.237170 -0.325396 0.915351
117 1 18.655000 21.525000 1.435000 -0.300914 -0.251986 0.919757
118 1 17.220000 20.090000 2.870000 -0.179521 -0.189045 0.965419
119 1 17.220000 22.960000 0.000000 -0.280295 -0.279957 0.918182
120 1 18.655000 24.395000 4.305000 -0.339413 -0.248258 0.907285
121 1 18.655000 27.265000 1.435000 -0.338985 -0.186220 0.922177
122 1 17.220000 25.830000 2.870000 -0.310842 -0.208837 0.927235
123 1 17.220000 28.700000 0.000000 -0.349572 -0.233796 0.907270
124 1 18.655000 30.135000 4.305000 -0.421357 -0.242243 0.873943
125 1 18.655000 33.005000 1.435000 -0.350513 -0.181889 0.918726
126 1 17.220000 31.570000 2.870000 -0.433660 -0.179613 0.882994
127 1 17.220000 34.440000 0.000000 -0.358671 -0.269748 0.893639
128 1 18.655000 35.875000 4.305000 -0.505604 -0.318549 0.801805
129 1 18.655000 38.745000 1.435000 -0.546797 -0.175866 0.818586
130 1 17.220000 37.310000 2.870000 -0.418772 -0.149996 0.895618
131 1 17.220000 40.180000 0.000000 -0.579305 -0.134177 0.803991
132 1 18.655000 41.615000 4.305000 -0.508604 -0.098742 0.855320
133 1 18.655000 44.485000 1.435000 -0.645403 -0.034263 0.763074
134 1 17.220000 43.050000 2.870000 -0.503462 -0.203943 0.839603
135 1 17.220000 45.920000 0.000000 -0.572733 -0.068925 0.816839
136 1 18.655000 47.355000 4.305000 -0.585006 -0.106518 0.804004
137 1 18.655000 50.225000 1.435000 -0.588520 0.029353 0.807950
138 1 17.220000 48.790000 2.870000 -0.576940 -0.089841 0.811831
139 1 17.220000 51.660000 0.000000 -0.525394 -0.008057 0.850821
140 1 18.655000 53.095000 4.305000 -0.594154 0.117938 0.795658
141 1 18.655000 55.965000 1.435000 -0.508170 0.210044 0.835252
142 1 17.220000 54.530000 2.870000 -0.493854 0.105905 0.863071
143 1 17.220000 57.400000 0.000000 -0.546400 0.145133 0.824853
144 1 18.655000 58.835000 4.305000 -0.666666 0.101071 0.738472
145 1 18.655000 61.705000 1.435000 -0.496187 0.213930 0.841447
146 1 17.220000 60.270000 2.870000 -0.528775 0.251913 0.810517
147 1 17.220000 63.140000 0.000000 -0.529321 0.177304 0.829688
148 1 18.655000 64.575000 4.305000 -0.491941 0.122387 0.861983
149 1 18.655000 67.445000 1.435000 -0.475753 0.262107 0.839618
150 1 17.220000 66.010000 2.870000 -0.497624 0.192953 0.845659
151 1 17.220000 68.880000 0.000000 -0.410870 0.284010 0.866328
152 1 18.655000 70.315000 4.305000 -0.386182 0.239556 0.890773
153 1 18.655000 73.185000 1.435000 -0.365967 0.212936 0.905939
154 1 17.220000 71.750000 2.870000 -0.394195 0.317198 0.862552
155 1 17.220000 74.620000 0.000000 -0.346556 0.244848 0.905510
156 1 18.655000 76.055000 4.305000 -0.303121 0.272540 0.913148
157 1 18.655000 78.925000 1.435000 -0.297485 0.220601 0.928891
158 1 17.220000 77.490000 2.870000 -0.361058 0.144171 0.921331
159 1 17.220000 80.360000 0.000000 -0.158656 0.210141 0.964712
160 1 18.655000 81.795000 4.305000 -0.197871 0.355782 0.913381
